Motif,RBP
MTF02912,PUM1
MTF02913,PUM1
MTF02914,PUM1
MTF02915,PUM1
MTF02917,PUM1
MTF02918,PUM1
MTF02920,PUM1
MTF02921,PUM1
MTF02922,PUM1
MTF07806,PUM1
MTF07808,PUM1
MTF07810,PUM1
MTF07812,PUM1
MTF07813,PUM1
MTF07814,PUM1
MTF07815,PUM1
MTF07816,PUM1
MTF07817,PUM1
MTF07819,PUM1
MTF07820,PUM1
MTF07821,PUM1
MTF07822,PUM1
MTF07824,PUM1
MTF07825,PUM1
MTF07826,PUM1
MTF07827,PUM1
MTF07828,PUM1
MTF07829,PUM1
MTF03029,PUM2
MTF03030,PUM2
MTF03031,PUM2
MTF03032,PUM2
MTF03033,PUM2
MTF03034,PUM2
MTF03036,PUM2
MTF03037,PUM2
MTF03038,PUM2
MTF03039,PUM2
MTF03041,PUM2
MTF03042,PUM2
MTF03044,PUM2
MTF03045,PUM2
MTF03047,PUM2
MTF03049,PUM2
MTF03050,PUM2
MTF03051,PUM2
MTF03052,PUM2
MTF03053,PUM2
MTF08023,PUM2
MTF08026,PUM2
MTF08028,PUM2
MTF08029,PUM2
MTF08031,PUM2
MTF08032,PUM2
MTF08033,PUM2
MTF08035,PUM2
MTF08036,PUM2
MTF08037,PUM2
MTF08038,PUM2
MTF08039,PUM2
MTF08040,PUM2
MTF08041,PUM2
MTF08043,PUM2
MTF08044,PUM2
MTF08045,PUM2
MTF08046,PUM2
MTF10438,PUM2
MTF10439,PUM2
MTF10440,PUM2
MTF10442,PUM2
MTF10443,PUM2
MTF10444,PUM2
MTF10445,PUM2
MTF10446,PUM2
MTF10447,PUM2
MTF10448,PUM2
MTF10449,PUM2
MTF10450,PUM2
MTF10451,PUM2
MTF10452,PUM2
MTF10453,PUM2
MTF10454,PUM2
MTF10455,PUM2
MTF10456,PUM2
MTF02188,PUS1
MTF02189,PUS1
MTF02190,PUS1
MTF02191,PUS1
MTF02192,PUS1
MTF02194,PUS1
MTF02195,PUS1
MTF02196,PUS1
MTF02197,PUS1
MTF02199,PUS1
MTF02200,PUS1
MTF02201,PUS1
MTF02202,PUS1
MTF02203,PUS1
MTF02204,PUS1
MTF02205,PUS1
MTF02206,PUS1
MTF02208,PUS1
MTF02209,PUS1
MTF02210,PUS1
MTF02211,PUS1
MTF02212,PUS1
MTF02214,PUS1
MTF02215,PUS1
MTF02216,PUS1
MTF07093,PUS1
MTF07094,PUS1
MTF07095,PUS1
MTF07097,PUS1
MTF07098,PUS1
MTF07099,PUS1
MTF07100,PUS1
MTF07102,PUS1
MTF07103,PUS1
MTF07104,PUS1
MTF02067,QKI
MTF02069,QKI
MTF02071,QKI
MTF02072,QKI
MTF02073,QKI
MTF02074,QKI
MTF02076,QKI
MTF02077,QKI
MTF02078,QKI
MTF02079,QKI
MTF02081,QKI
MTF02082,QKI
MTF02084,QKI
MTF02086,QKI
MTF02087,QKI
MTF02088,QKI
MTF02089,QKI
MTF06910,QKI
MTF06912,QKI
MTF06913,QKI
MTF06914,QKI
MTF06915,QKI
MTF06916,QKI
MTF06917,QKI
MTF06918,QKI
MTF06920,QKI
MTF06921,QKI
MTF06922,QKI
MTF06923,QKI
MTF06924,QKI
MTF06925,QKI
MTF06926,QKI
MTF06927,QKI
MTF06928,QKI
MTF06930,QKI
MTF06931,QKI
MTF06932,QKI
MTF06933,QKI
MTF06934,QKI
MTF06935,QKI
MTF10318,QKI
MTF10320,QKI
MTF10321,QKI
MTF10323,QKI
MTF10324,QKI
MTF10325,QKI
MTF10326,QKI
MTF10327,QKI
MTF10328,QKI
MTF10329,QKI
MTF10330,QKI
MTF10332,QKI
MTF10333,QKI
MTF10334,QKI
MTF10335,QKI
MTF10336,QKI
MTF04905,RBFOX1
MTF04906,RBFOX1
MTF00969,RBFOX2
MTF00970,RBFOX2
MTF00972,RBFOX2
MTF00984,RBFOX2
MTF00988,RBFOX2
MTF00989,RBFOX2
MTF00991,RBFOX2
MTF05617,RBFOX2
MTF05621,RBFOX2
MTF05627,RBFOX2
MTF05630,RBFOX2
MTF05632,RBFOX2
MTF05633,RBFOX2
MTF05636,RBFOX2
MTF05637,RBFOX2
MTF05638,RBFOX2
MTF05641,RBFOX2
MTF05642,RBFOX2
MTF05644,RBFOX2
MTF05645,RBFOX2
MTF08402,RBM10
MTF08404,RBM10
MTF08405,RBM10
MTF08407,RBM10
MTF08408,RBM10
MTF08409,RBM10
MTF08410,RBM10
MTF08411,RBM10
MTF08412,RBM10
MTF08413,RBM10
MTF08414,RBM10
MTF08415,RBM10
MTF08416,RBM10
MTF08417,RBM10
MTF08418,RBM10
MTF08419,RBM10
MTF08420,RBM10
MTF08421,RBM10
MTF08422,RBM10
MTF08423,RBM10
MTF08424,RBM10
MTF04324,RBM15
MTF04325,RBM15
MTF04326,RBM15
MTF04328,RBM15
MTF04331,RBM15
MTF04332,RBM15
MTF04334,RBM15
MTF04335,RBM15
MTF04338,RBM15
MTF04339,RBM15
MTF04340,RBM15
MTF04341,RBM15
MTF04342,RBM15
MTF04343,RBM15
MTF04344,RBM15
MTF04345,RBM15
MTF04347,RBM15
MTF04348,RBM15
MTF01023,RBM22
MTF01030,RBM22
MTF01033,RBM22
MTF01034,RBM22
MTF01036,RBM22
MTF01037,RBM22
MTF01038,RBM22
MTF01039,RBM22
MTF01040,RBM22
MTF01041,RBM22
MTF01042,RBM22
MTF01043,RBM22
MTF01044,RBM22
MTF01045,RBM22
MTF01046,RBM22
MTF01047,RBM22
MTF01049,RBM22
MTF01050,RBM22
MTF05694,RBM22
MTF05695,RBM22
MTF05696,RBM22
MTF05702,RBM22
MTF05703,RBM22
MTF05704,RBM22
MTF05706,RBM22
MTF05707,RBM22
MTF05708,RBM22
MTF05709,RBM22
MTF05710,RBM22
MTF05711,RBM22
MTF05712,RBM22
MTF05713,RBM22
MTF05714,RBM22
MTF05715,RBM22
MTF05716,RBM22
MTF05717,RBM22
MTF05718,RBM22
MTF05719,RBM22
MTF05721,RBM22
MTF05722,RBM22
MTF05723,RBM22
MTF05724,RBM22
MTF05725,RBM22
MTF05726,RBM22
MTF05727,RBM22
MTF05093,RBM47
MTF05095,RBM47
MTF05097,RBM47
MTF05098,RBM47
MTF05099,RBM47
MTF05100,RBM47
MTF05102,RBM47
MTF05103,RBM47
MTF05105,RBM47
MTF05107,RBM47
MTF05108,RBM47
MTF05109,RBM47
MTF05110,RBM47
MTF05111,RBM47
MTF05112,RBM47
MTF05113,RBM47
MTF05114,RBM47
MTF05115,RBM47
MTF05116,RBM47
MTF05117,RBM47
MTF05118,RBM47
MTF05119,RBM47
MTF05120,RBM47
MTF05121,RBM47
MTF05122,RBM47
MTF05123,RBM47
MTF05126,RBM47
MTF04096,RBM5
MTF04098,RBM5
MTF04099,RBM5
MTF04100,RBM5
MTF04101,RBM5
MTF04102,RBM5
MTF04103,RBM5
MTF04104,RBM5
MTF04105,RBM5
MTF04106,RBM5
MTF04107,RBM5
MTF04108,RBM5
MTF04109,RBM5
MTF04110,RBM5
MTF04112,RBM5
MTF04113,RBM5
MTF04114,RBM5
MTF04115,RBM5
MTF04116,RBM5
MTF04117,RBM5
MTF04119,RBM5
MTF09402,RBM5
MTF09403,RBM5
MTF09404,RBM5
MTF09405,RBM5
MTF09407,RBM5
MTF09408,RBM5
MTF09409,RBM5
MTF09410,RBM5
MTF09411,RBM5
MTF09412,RBM5
MTF09413,RBM5
MTF09414,RBM5
MTF09415,RBM5
MTF09416,RBM5
MTF09418,RBM5
MTF09419,RBM5
MTF09420,RBM5
MTF06569,RBPMS
MTF06571,RBPMS
MTF06572,RBPMS
MTF06573,RBPMS
MTF06574,RBPMS
MTF06575,RBPMS
MTF06577,RBPMS
MTF06578,RBPMS
MTF06579,RBPMS
MTF06580,RBPMS
MTF06581,RBPMS
MTF06582,RBPMS
MTF06583,RBPMS
MTF06584,RBPMS
MTF06585,RBPMS
MTF06587,RBPMS
MTF06588,RBPMS
MTF06589,RBPMS
MTF06590,RBPMS
MTF10281,RBPMS
MTF10282,RBPMS
MTF10283,RBPMS
MTF10284,RBPMS
MTF10285,RBPMS
MTF10286,RBPMS
MTF10287,RBPMS
MTF10288,RBPMS
MTF10289,RBPMS
MTF01829,RNF187
MTF01830,RNF187
MTF01831,RNF187
MTF01832,RNF187
MTF01833,RNF187
MTF01835,RNF187
MTF01836,RNF187
MTF01837,RNF187
MTF01838,RNF187
MTF01170,RO60
MTF01171,RO60
MTF01173,RO60
MTF01175,RO60
MTF01181,RO60
MTF01183,RO60
MTF01186,RO60
MTF01188,RO60
MTF01189,RO60
MTF01190,RO60
MTF01191,RO60
MTF01192,RO60
MTF01193,RO60
MTF01194,RO60
MTF01195,RO60
MTF01196,RO60
MTF01197,RO60
MTF01198,RO60
MTF01199,RO60
MTF05864,RO60
MTF05865,RO60
MTF05866,RO60
MTF05867,RO60
MTF05868,RO60
MTF05869,RO60
MTF05870,RO60
MTF05871,RO60
MTF05872,RO60
MTF05873,RO60
MTF05874,RO60
MTF05875,RO60
MTF05876,RO60
MTF05877,RO60
MTF05878,RO60
MTF05879,RO60
MTF05880,RO60
MTF05881,RO60
MTF05883,RO60
MTF05885,RO60
MTF05886,RO60
MTF05887,RO60
MTF03435,RPS10
MTF03436,RPS10
MTF03437,RPS10
MTF03438,RPS10
MTF03441,RPS10
MTF03442,RPS10
MTF03444,RPS10
MTF03448,RPS10
MTF03451,RPS10
MTF04122,RPS11
MTF04123,RPS11
MTF04125,RPS11
MTF04127,RPS11
MTF04128,RPS11
MTF04130,RPS11
MTF04132,RPS11
MTF04134,RPS11
MTF04137,RPS11
MTF04138,RPS11
MTF04139,RPS11
MTF09422,RPS11
MTF09423,RPS11
MTF09424,RPS11
MTF09425,RPS11
MTF09426,RPS11
MTF09427,RPS11
MTF09428,RPS11
MTF09429,RPS11
MTF09430,RPS11
MTF09431,RPS11
MTF09432,RPS11
MTF09433,RPS11
MTF09434,RPS11
MTF09435,RPS11
MTF09436,RPS11
MTF09437,RPS11
MTF09438,RPS11
MTF09439,RPS11
MTF03363,RPS3
MTF03368,RPS3
MTF03369,RPS3
MTF03370,RPS3
MTF03371,RPS3
MTF03372,RPS3
MTF03373,RPS3
MTF03374,RPS3
MTF03375,RPS3
MTF03376,RPS3
MTF03377,RPS3
MTF03378,RPS3
MTF03379,RPS3
MTF03380,RPS3
MTF03382,RPS3
MTF08473,RPS3
MTF08474,RPS3
MTF08478,RPS3
MTF08481,RPS3
MTF08484,RPS3
MTF08485,RPS3
MTF08486,RPS3
MTF08487,RPS3
MTF08488,RPS3
MTF08489,RPS3
MTF08490,RPS3
MTF08491,RPS3
MTF08492,RPS3
MTF08493,RPS3
MTF08494,RPS3
MTF08495,RPS3
MTF08496,RPS3
MTF08497,RPS3
MTF08498,RPS3
MTF08499,RPS3
MTF08500,RPS3
MTF08501,RPS3
MTF01103,RPS6
MTF01104,RPS6
MTF01105,RPS6
MTF01106,RPS6
MTF01107,RPS6
MTF01109,RPS6
MTF01110,RPS6
MTF01111,RPS6
MTF01112,RPS6
MTF09217,RTCB
MTF09218,RTCB
MTF09220,RTCB
MTF09221,RTCB
MTF09222,RTCB
MTF09223,RTCB
MTF09224,RTCB
MTF09225,RTCB
MTF09226,RTCB
MTF09227,RTCB
MTF09228,RTCB
MTF09229,RTCB
MTF09230,RTCB
MTF09231,RTCB
MTF09232,RTCB
MTF09233,RTCB
MTF09234,RTCB
MTF09235,RTCB
MTF09236,RTCB
MTF09237,RTCB
MTF09238,RTCB
MTF10510,RTCB
MTF10513,RTCB
MTF10515,RTCB
MTF10516,RTCB
MTF10517,RTCB
MTF10518,RTCB
MTF10519,RTCB
MTF10520,RTCB
MTF10521,RTCB
MTF10522,RTCB
MTF10523,RTCB
MTF10524,RTCB
MTF10525,RTCB
MTF10526,RTCB
MTF10527,RTCB
MTF02832,RYBP
MTF02833,RYBP
MTF02834,RYBP
MTF02835,RYBP
MTF02836,RYBP
MTF02837,RYBP
MTF02838,RYBP
MTF02839,RYBP
MTF02840,RYBP
MTF02841,RYBP
MTF02842,RYBP
MTF02116,SAFB
MTF02117,SAFB
MTF02118,SAFB
MTF02119,SAFB
MTF02121,SAFB
MTF02128,SAFB
MTF02130,SAFB
MTF02131,SAFB
MTF02135,SAFB
MTF02137,SAFB
MTF02138,SAFB
MTF02139,SAFB
MTF02140,SAFB
MTF02141,SAFB
MTF07015,SAFB
MTF07016,SAFB
MTF07017,SAFB
MTF07019,SAFB
MTF07020,SAFB
MTF07021,SAFB
MTF07022,SAFB
MTF07023,SAFB
MTF07024,SAFB
MTF07025,SAFB
MTF07026,SAFB
MTF07027,SAFB
MTF07028,SAFB
MTF07029,SAFB
MTF07030,SAFB
MTF07031,SAFB
MTF07032,SAFB
MTF07033,SAFB
MTF07034,SAFB
MTF07035,SAFB
MTF07036,SAFB
MTF07037,SAFB
MTF07038,SAFB
MTF07039,SAFB
MTF07040,SAFB
MTF07041,SAFB
MTF07042,SAFB
MTF01412,SAFB2
MTF01413,SAFB2
MTF01414,SAFB2
MTF01416,SAFB2
MTF01417,SAFB2
MTF01418,SAFB2
MTF01422,SAFB2
MTF01423,SAFB2
MTF01424,SAFB2
MTF01425,SAFB2
MTF01426,SAFB2
MTF01427,SAFB2
MTF01428,SAFB2
MTF01430,SAFB2
MTF01431,SAFB2
MTF06137,SAFB2
MTF06138,SAFB2
MTF06139,SAFB2
MTF06141,SAFB2
MTF06144,SAFB2
MTF06148,SAFB2
MTF06150,SAFB2
MTF06151,SAFB2
MTF06152,SAFB2
MTF06153,SAFB2
MTF06154,SAFB2
MTF06155,SAFB2
MTF06156,SAFB2
MTF06157,SAFB2
MTF06158,SAFB2
MTF06160,SAFB2
MTF06161,SAFB2
MTF06162,SAFB2
MTF06163,SAFB2
MTF06164,SAFB2
MTF06165,SAFB2
MTF06166,SAFB2
MTF03852,SBDS
MTF03853,SBDS
MTF03854,SBDS
MTF03856,SBDS
MTF03857,SBDS
MTF03858,SBDS
MTF03859,SBDS
MTF03861,SBDS
MTF03862,SBDS
MTF03864,SBDS
MTF03865,SBDS
MTF03866,SBDS
MTF03867,SBDS
MTF03868,SBDS
MTF03869,SBDS
MTF03870,SBDS
MTF03871,SBDS
MTF03872,SBDS
MTF03873,SBDS
MTF03874,SBDS
MTF03875,SBDS
MTF03876,SBDS
MTF03877,SBDS
MTF03878,SBDS
MTF09119,SBDS
MTF09120,SBDS
MTF09121,SBDS
MTF09122,SBDS
MTF09123,SBDS
MTF09124,SBDS
MTF09125,SBDS
MTF09126,SBDS
MTF09127,SBDS
MTF09128,SBDS
MTF04071,SDAD1
MTF04072,SDAD1
MTF04073,SDAD1
MTF04075,SDAD1
MTF04076,SDAD1
MTF04079,SDAD1
MTF04080,SDAD1
MTF04082,SDAD1
MTF04083,SDAD1
MTF04084,SDAD1
MTF04085,SDAD1
MTF04086,SDAD1
MTF04087,SDAD1
MTF04088,SDAD1
MTF04089,SDAD1
MTF04090,SDAD1
MTF04091,SDAD1
MTF04092,SDAD1
MTF04093,SDAD1
MTF04094,SDAD1
MTF09348,SDAD1
MTF09349,SDAD1
MTF09350,SDAD1
MTF09351,SDAD1
MTF09352,SDAD1
MTF09353,SDAD1
MTF09354,SDAD1
MTF09355,SDAD1
MTF09356,SDAD1
MTF09357,SDAD1
MTF09358,SDAD1
MTF09359,SDAD1
MTF09361,SDAD1
MTF09362,SDAD1
MTF09363,SDAD1
MTF09364,SDAD1
MTF09365,SDAD1
MTF09366,SDAD1
MTF03882,SERBP1
MTF03884,SERBP1
MTF03886,SERBP1
MTF03887,SERBP1
MTF03888,SERBP1
MTF03889,SERBP1
MTF03890,SERBP1
MTF03892,SERBP1
MTF03893,SERBP1
MTF09130,SERBP1
MTF09131,SERBP1
MTF09132,SERBP1
MTF09134,SERBP1
MTF09136,SERBP1
MTF09138,SERBP1
MTF09139,SERBP1
MTF09140,SERBP1
MTF09141,SERBP1
MTF09142,SERBP1
MTF09143,SERBP1
MTF09144,SERBP1
MTF09145,SERBP1
MTF09146,SERBP1
MTF09147,SERBP1
MTF09148,SERBP1
MTF09149,SERBP1
MTF09150,SERBP1
MTF02492,SF3A3
MTF02494,SF3A3
MTF02495,SF3A3
MTF02497,SF3A3
MTF02499,SF3A3
MTF02502,SF3A3
MTF02503,SF3A3
MTF02504,SF3A3
MTF02505,SF3A3
MTF02507,SF3A3
MTF02508,SF3A3
MTF02509,SF3A3
MTF02510,SF3A3
MTF02511,SF3A3
MTF02512,SF3A3
MTF02515,SF3A3
MTF02516,SF3A3
MTF02517,SF3A3
MTF02518,SF3A3
MTF02519,SF3A3
MTF02520,SF3A3
MTF07459,SF3A3
MTF07460,SF3A3
MTF07461,SF3A3
MTF07462,SF3A3
MTF07464,SF3A3
MTF07466,SF3A3
MTF07467,SF3A3
MTF07468,SF3A3
MTF07469,SF3A3
MTF07470,SF3A3
MTF07473,SF3A3
MTF07474,SF3A3
MTF07475,SF3A3
MTF07476,SF3A3
MTF07477,SF3A3
MTF07479,SF3A3
MTF07480,SF3A3
MTF00227,SF3B1
MTF00229,SF3B1
MTF00230,SF3B1
MTF00231,SF3B1
MTF00232,SF3B1
MTF00234,SF3B1
MTF00235,SF3B1
MTF00237,SF3B1
MTF00238,SF3B1
MTF00239,SF3B1
MTF00240,SF3B1
MTF00241,SF3B1
MTF00242,SF3B1
MTF00243,SF3B1
MTF00244,SF3B1
MTF00245,SF3B1
MTF00247,SF3B1
MTF00248,SF3B1
MTF00249,SF3B1
MTF00250,SF3B1
MTF00251,SF3B1
MTF00252,SF3B1
MTF00253,SF3B1
MTF00254,SF3B1
MTF00255,SF3B1
MTF00256,SF3B1
MTF00257,SF3B1
MTF00258,SF3B1
MTF00259,SF3B1
MTF00262,SF3B1
MTF00263,SF3B1
MTF04725,SF3B1
MTF04727,SF3B1
MTF04728,SF3B1
MTF04729,SF3B1
MTF04731,SF3B1
MTF04732,SF3B1
MTF04734,SF3B1
MTF04735,SF3B1
MTF04737,SF3B1
MTF04738,SF3B1
MTF04739,SF3B1
MTF04740,SF3B1
MTF04741,SF3B1
MTF04742,SF3B1
MTF04744,SF3B1
MTF04745,SF3B1
MTF04746,SF3B1
MTF04747,SF3B1
MTF04748,SF3B1
MTF04749,SF3B1
MTF04750,SF3B1
MTF04751,SF3B1
MTF04754,SF3B1
MTF04756,SF3B1
MTF00697,SF3B4
MTF00698,SF3B4
MTF00700,SF3B4
MTF00702,SF3B4
MTF00703,SF3B4
MTF00705,SF3B4
MTF00707,SF3B4
MTF00708,SF3B4
MTF00710,SF3B4
MTF00713,SF3B4
MTF00714,SF3B4
MTF00715,SF3B4
MTF00716,SF3B4
MTF00717,SF3B4
MTF00719,SF3B4
MTF00721,SF3B4
MTF05264,SF3B4
MTF05269,SF3B4
MTF05270,SF3B4
MTF05271,SF3B4
MTF05272,SF3B4
MTF05273,SF3B4
MTF05274,SF3B4
MTF05275,SF3B4
MTF05276,SF3B4
MTF05277,SF3B4
MTF05278,SF3B4
MTF05279,SF3B4
MTF05280,SF3B4
MTF05281,SF3B4
MTF05282,SF3B4
MTF05283,SF3B4
MTF05284,SF3B4
MTF05285,SF3B4
MTF05286,SF3B4
MTF05288,SF3B4
MTF05289,SF3B4
MTF05290,SF3B4
MTF00882,SFPQ
MTF00884,SFPQ
MTF00885,SFPQ
MTF00887,SFPQ
MTF00888,SFPQ
MTF00890,SFPQ
MTF00891,SFPQ
MTF00893,SFPQ
MTF00894,SFPQ
MTF00895,SFPQ
MTF00896,SFPQ
MTF00897,SFPQ
MTF00898,SFPQ
MTF00899,SFPQ
MTF00900,SFPQ
MTF00901,SFPQ
MTF00904,SFPQ
MTF00905,SFPQ
MTF00906,SFPQ
MTF00908,SFPQ
MTF00910,SFPQ
MTF05548,SFPQ
MTF05551,SFPQ
MTF05554,SFPQ
MTF05555,SFPQ
MTF05557,SFPQ
MTF05558,SFPQ
MTF05560,SFPQ
MTF05561,SFPQ
MTF05562,SFPQ
MTF05563,SFPQ
MTF05564,SFPQ
MTF05565,SFPQ
MTF05566,SFPQ
MTF09847,SFRS1
MTF09848,SFRS1
MTF09849,SFRS1
MTF09851,SFRS1
MTF09852,SFRS1
MTF09855,SFRS1
MTF09856,SFRS1
MTF09858,SFRS1
MTF09860,SFRS1
MTF09861,SFRS1
MTF09862,SFRS1
MTF09863,SFRS1
MTF09864,SFRS1
MTF09865,SFRS1
MTF09866,SFRS1
MTF09867,SFRS1
MTF09868,SFRS1
MTF09869,SFRS1
MTF09870,SFRS1
MTF09871,SFRS1
MTF09872,SFRS1
MTF09873,SFRS1
MTF09874,SFRS1
MTF12215,SFRS2
MTF12216,SFRS2
MTF12217,SFRS2
MTF12218,SFRS2
MTF12219,SFRS2
MTF12177,SFRS3
MTF12179,SFRS3
MTF12181,SFRS3
MTF12182,SFRS3
MTF12183,SFRS3
MTF12184,SFRS3
MTF12186,SFRS3
MTF12187,SFRS3
MTF12188,SFRS3
MTF12190,SFRS3
MTF12192,SFRS3
MTF12193,SFRS3
MTF12194,SFRS3
MTF12195,SFRS3
MTF12197,SFRS3
MTF12198,SFRS3
MTF12199,SFRS4
MTF12201,SFRS4
MTF12202,SFRS4
MTF12203,SFRS4
MTF12204,SFRS4
MTF12235,SFRS5
MTF12237,SFRS5
MTF12238,SFRS5
MTF12239,SFRS5
MTF12240,SFRS5
MTF12244,SFRS6
MTF12245,SFRS6
MTF12246,SFRS6
MTF12247,SFRS6
MTF12248,SFRS6
MTF12249,SFRS6
MTF12250,SFRS6
MTF12251,SFRS6
MTF11985,SFRS7
MTF12042,SFRS7
MTF12053,SFRS7
MTF12122,SFRS7
MTF12256,SFRS7
MTF12257,SFRS7
MTF12258,SFRS7
MTF12259,SFRS7
MTF12221,SFRS9
MTF12222,SFRS9
MTF12224,SFRS9
MTF02042,SLBP
MTF02045,SLBP
MTF02051,SLBP
MTF02053,SLBP
MTF02054,SLBP
MTF02058,SLBP
MTF02060,SLBP
MTF02061,SLBP
MTF02062,SLBP
MTF06888,SLBP
MTF06889,SLBP
MTF06891,SLBP
MTF06892,SLBP
MTF06894,SLBP
MTF06895,SLBP
MTF06897,SLBP
MTF06898,SLBP
MTF06899,SLBP
MTF03409,SLTM
MTF03410,SLTM
MTF03411,SLTM
MTF03416,SLTM
MTF03418,SLTM
MTF03420,SLTM
MTF03422,SLTM
MTF03424,SLTM
MTF03426,SLTM
MTF03428,SLTM
MTF03429,SLTM
MTF03431,SLTM
MTF03432,SLTM
MTF03433,SLTM
MTF03434,SLTM
MTF08561,SLTM
MTF08562,SLTM
MTF08563,SLTM
MTF08564,SLTM
MTF08566,SLTM
MTF08567,SLTM
MTF08569,SLTM
MTF08570,SLTM
MTF08571,SLTM
MTF08572,SLTM
MTF08573,SLTM
MTF08574,SLTM
MTF08575,SLTM
MTF08576,SLTM
MTF08577,SLTM
MTF08578,SLTM
MTF08579,SLTM
MTF08580,SLTM
MTF08581,SLTM
MTF08583,SLTM
MTF08584,SLTM
MTF08585,SLTM
MTF08586,SLTM
MTF08587,SLTM
MTF08588,SLTM
MTF08590,SLTM
MTF08591,SLTM
MTF08593,SLTM
MTF05340,SMN1
MTF05341,SMN1
MTF05342,SMN1
MTF05343,SMN1
MTF05344,SMN1
MTF05345,SMN1
MTF05346,SMN1
MTF05347,SMN1
MTF05348,SMN1
MTF05350,SMN1
MTF05352,SMN1
MTF05353,SMN1
MTF05354,SMN1
MTF05355,SMN1
MTF05356,SMN1
MTF05357,SMN1
MTF05358,SMN1
MTF05359,SMN1
MTF05361,SMN1
MTF05364,SMN1
MTF05365,SMN1
MTF05366,SMN1
MTF01575,SMNDC1
MTF01577,SMNDC1
MTF01578,SMNDC1
MTF01579,SMNDC1
MTF01580,SMNDC1
MTF01581,SMNDC1
MTF01583,SMNDC1
MTF01586,SMNDC1
MTF01587,SMNDC1
MTF01588,SMNDC1
MTF01589,SMNDC1
MTF01590,SMNDC1
MTF01591,SMNDC1
MTF01592,SMNDC1
MTF01593,SMNDC1
MTF01594,SMNDC1
MTF01596,SMNDC1
MTF01597,SMNDC1
MTF01598,SMNDC1
MTF01599,SMNDC1
MTF01600,SMNDC1
MTF01601,SMNDC1
MTF01602,SMNDC1
MTF06411,SMNDC1
MTF06412,SMNDC1
MTF06413,SMNDC1
MTF06414,SMNDC1
MTF06415,SMNDC1
MTF06416,SMNDC1
MTF06418,SMNDC1
MTF06419,SMNDC1
MTF06420,SMNDC1
MTF06421,SMNDC1
MTF06422,SMNDC1
MTF06423,SMNDC1
MTF06424,SMNDC1
MTF06426,SMNDC1
MTF06427,SMNDC1
MTF06428,SMNDC1
MTF06429,SMNDC1
MTF06431,SMNDC1
MTF06432,SMNDC1
MTF06433,SMNDC1
MTF06434,SMNDC1
MTF06435,SMNDC1
MTF06436,SMNDC1
MTF03963,SND1
MTF03964,SND1
MTF03965,SND1
MTF03968,SND1
MTF03969,SND1
MTF03970,SND1
MTF03972,SND1
MTF03979,SND1
MTF03980,SND1
MTF03985,SND1
MTF09277,SND1
MTF09278,SND1
MTF09279,SND1
MTF09280,SND1
MTF09281,SND1
MTF09282,SND1
MTF09283,SND1
MTF09284,SND1
MTF09285,SND1
MTF09287,SND1
MTF09288,SND1
MTF09289,SND1
MTF09290,SND1
MTF09291,SND1
MTF09292,SND1
MTF12165,SNRPB
MTF12166,SNRPB
MTF12167,SNRPB
MTF12168,SNRPB
MTF12169,SNRPB
MTF12170,SNRPB
MTF12171,SNRPB
MTF05807,SRRM4
MTF05808,SRRM4
MTF03630,SRSF1
MTF03632,SRSF1
MTF03635,SRSF1
MTF03645,SRSF1
MTF03650,SRSF1
MTF03653,SRSF1
MTF08853,SRSF1
MTF08854,SRSF1
MTF06615,SRSF10
MTF06617,SRSF10
MTF06619,SRSF10
MTF06621,SRSF10
MTF06622,SRSF10
MTF06623,SRSF10
MTF06624,SRSF10
MTF06625,SRSF10
MTF06626,SRSF10
MTF06627,SRSF10
MTF06629,SRSF10
MTF06630,SRSF10
MTF06631,SRSF10
MTF06632,SRSF10
MTF06633,SRSF10
MTF06634,SRSF10
MTF06636,SRSF10
MTF06637,SRSF10
MTF06638,SRSF10
MTF06639,SRSF10
MTF06640,SRSF10
MTF06641,SRSF10
MTF06642,SRSF10
MTF06521,SRSF3
MTF06525,SRSF3
MTF06526,SRSF3
MTF06527,SRSF3
MTF06528,SRSF3
MTF06529,SRSF3
MTF06530,SRSF3
MTF06531,SRSF3
MTF06533,SRSF3
MTF06534,SRSF3
MTF06535,SRSF3
MTF06536,SRSF3
MTF06537,SRSF3
MTF06538,SRSF3
MTF06539,SRSF3
MTF06540,SRSF3
MTF06541,SRSF3
MTF06543,SRSF3
MTF06544,SRSF3
MTF02273,SRSF7
MTF02275,SRSF7
MTF02276,SRSF7
MTF02279,SRSF7
MTF02284,SRSF7
MTF02285,SRSF7
MTF02286,SRSF7
MTF02287,SRSF7
MTF02288,SRSF7
MTF02289,SRSF7
MTF02290,SRSF7
MTF02291,SRSF7
MTF02292,SRSF7
MTF02293,SRSF7
MTF02294,SRSF7
MTF02295,SRSF7
MTF02296,SRSF7
MTF02297,SRSF7
MTF02298,SRSF7
MTF02299,SRSF7
MTF02300,SRSF7
MTF02301,SRSF7
MTF02302,SRSF7
MTF07181,SRSF7
MTF07183,SRSF7
MTF07184,SRSF7
MTF07185,SRSF7
MTF07186,SRSF7
MTF07187,SRSF7
MTF07188,SRSF7
MTF07189,SRSF7
MTF07192,SRSF7
MTF07193,SRSF7
MTF07196,SRSF7
MTF07197,SRSF7
MTF07198,SRSF7
MTF07200,SRSF7
MTF07201,SRSF7
MTF07202,SRSF7
MTF07203,SRSF7
MTF07204,SRSF7
MTF07205,SRSF7
MTF07206,SRSF7
MTF07207,SRSF7
